text,category,target,source,source_url
"Exactly, after all he was in the same party, probably just didn't want the bad press that being directly associated with Duke would bring. Conversely, is his disdain for David Duke supposed to make us ideolize him? I mean a stand against neo-nazism ... Whoa! Now that's progressive! Come on. I certainly know that I would refuse and openly denounce my Vice Presidency if it meant putting him in control. --Stephen White",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"[KT] HELLO, shit face david, I see that you are still around. I dont want to [KT] see your shitty writings posted here man. I told you. So ... close your eyes and walk away. [KT] You are getting itchy as your fucking country. I have been defending the history of the Armenians on this network for over six years. I have seen the likes of you enter his forum, make fools of themselves, and ""simply vanish"" as did the Armenians in 1915! [KT] Hey , and dont give me that freedom of speach bullshit once more. Realize sir, you are not in Turkey! In the USA freedom of speech is not considered ""bullshit"". It is because of such freedoms that Turks like yourself are allowed to attend Georgia Tech. [KT] Because your freedom has ended when you started writing things about my [KT] people. And try to translate this ""ebenin donu butti kafa David."". What's the problem? If you can't stand the heat -- leave! Your government murdered 1.5 million Armenians and you would have me stay quiet to suit your personal fancy or some fascist fetish regarding the greatness of Turkey! Well, that is simply too bad. [KT] BYE, ANACIM HADE. [KT] TIMUCIN Pis bogaz!",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I have come to the conclusion that the TV stations here in LA WANT a riot to happen when the verdict comes in. In a not so subtle way they are preparing their audience for the worst and even going so far as to want SOMETHING to happen for their viewers with all their commercials and their ""we are ready for anything so watch US"" messages... carlos.",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"As far as I know, Toronto, Pittsburgh, and New York (NL) change their uniforms every year. Every other year (e.g., New York), it will say Mets in cursive, New York in cursive, or New York in all caps. Minor changes, but they do change them often. Last year, I think they had New York in all caps. Did Toronto have Blue Jays or Toronto last year? What about Pittsburgh? I hate the gray. They should opt for more color (like the White Sox). I hate white team versus gray team. Spring training uniforms look much better.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"From article <strnlghtC5tr6D.n3n@netcom.com>, by strnlght@netcom.com (David Sternlight): ""Well Regulated"", at the time of its writing and in the context of the Second Amendment, means ""Properly trained and equipped."" It modern language it would read: A properly trained and equipped militia, being necessary to the security of a free state <note the word ""free"", it doesn't say ""police""), the right of the people to keep and bear arms, shall not be infringed.",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Analog SF magazine did an article on a similar subject quite a few years ago. The question was, if an alien spacecraft landed in Washington, D.C., what was the proper organization to deal with it: The State Department (alien ambassadors), the Defense Department (alien invaders), the Immigration and Naturalization Service (illegal aliens), the Department of the Interior (new non-human species), etc. It was very much a question of our perception of the aliens, not of anything intrinsic in their nature. The bibliography for the article cited a philosophical paper (the name and author of which I sadly forget; I believe the author was Italian) on what constitutes a legal and/or moral person, i.e., a being entitled to the rights normally accorded to a person. The paper was quite interesting, as I recall. I think you'd have to be very careful here if the answer is yes. The human track record on helping those poor underpriveleged cultures (does underpriveleged mean not having enough priveleges?) is terrible. The usual result is the destruction or radical reorganization of the culture. This may not always be wrong, but that's the way to bet.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"[snip] (the 3DO is not a 68000!!!) [snip] The 3DO box is based on an ARM RISC processor, one or two custom graphics chips, a DSP, a double-speed CDROM, and 2MB of RAM/VRAM. (I'm a little fuzzy on the breakdown of the graphics chips and RAM/VRAM capacity). It was demonstrated at a recent gathering at the Electronic Cafe in Santa Monica, CA. From 3DO, RJ Mical (of Amiga/Lynx fame) and Hal Josephson (sp?) were there to talk about the machine and their plan. We got to see the unit displaying full-screen movies using the CompactVideo codec (which was nice, very little blockiness showing clips from Jaws and Backdraft) ... and a very high frame rate to boot (like 30fps). Note however that the 3DO's screen resolution is 320x240. CompactVideo is pretty amazing... I also wanted to point out that QuickTime does indeed slow down when one dynamically resizes material as was stated above... I'm sure if the material had been compressed at the large size then it would play back fine (I have a Q950 and do this quite a bit). The price of generality... personally I don't use the dynamic sizing of movies often, if ever. But playing back stuff at its original size is plenty quick on the latest 040 machines. I'm not sure how a Centris/20MHz 040 stacks up against the 25 MHz ARM in the 3DO box. Obviously the ARM is faster, but how much?",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"From article <1993Apr21.013846.1374@cx5.com>, by tlc@cx5.com: According to my ColoRIX manual .SCF files are 640x480x256 You may try VPIC, I think it handles the 256 color RIX files OK..",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I didn't want to quote all the stuff that's been said recently, I just wanted to add a point. The whole question of ""a right to a dark sky"" revolves around the definition of a right. Moral rights and natural rights are all well and good, but as far as I can see, a right is whatever you or someone representing you can enforce. In most civilizations, the government or the church (or both) defines what the rights of the citizens are, and then enforces those rights for them. Here in the U.S., the constitution provides a ""Bill of Rights"" from which most if not all legal rights are considered to derive. I'm sure that most other countries have comparable documents. If you can persuade a court that you have a right to a dark sky derived in some manner from the Bill of Rights (in the U.S.), you can prevent (maybe) these billboards from being launched. To keep anyone in the world from launching then gets into international law and the International Court of Justice (correct name?) in the Hague, something I know little about.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"!: Concerning the proposed newsgroup split, I personally am not in favor of !: doing this. I learn an awful lot about all aspects of graphics by reading !: this group, from code to hardware to algorithms. I just think making 5 !: different groups out of this is a wate, and will only result in a few posts !: a week per group. I kind of like the convenience of having one big forum !: for discussing all aspects of graphics. Anyone else feel this way? !: Just curious. ! !Yes. I also like knowing where to go to ask a question without getting !hell for putting it in the wrong newsgroup. I am also against splitting the group. The traffic will decrease on any given subject but the required net bandwidth will INCREASE because of multiply cross-postings. I just went through this with another group I continuously read. It is now almost at the point where it is no longer worth reading. Strongly suggest NOT doing this.",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Israeli nationalism (also known as Zionism) is the nationalism of the Jewish people. The Jewish people are not a new phenomenon at all. Palestinean nationalism is the nationalism of Arab people. Arabs have been around for a long time. They already have some 2 dozen states, large and small, covering 98% of the Middle East. More specifically, Palestinean nationalism is the nationalism of Arabs from the region of Palestine, just as Egyptian nationalism is the nationalism of Arabs from the region of Egypt. One Palestinean state already exists in what was once known as Palestine: - it is called Jordan. There is no justification in carving out a second and tiny Palestinean state out of the only Jewish state, itself very, very small, just as there is no justification in carving out another American state out of Mexico.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"[On the issue of 'burning' nuclear wastes using particle beams...] I sometimes wonder if your newsfeed gives you different articles than everyone else, Pat. Just a *few* corrections: 1) I never 'defended' 20kHz power, other than as something reasonable to GO LOOK AT. 2) I have also never opposed a *research project* into feasibility of the spalling reactor approach to 'cleaning' nuclear waste -- I simply doubt it could be made to work in the Real World (tm), which ought to become clear fairly quickly during a research program into feasibility (sort of like what happened to 20 kHz power -- it proved to have a down-side that was too expensive to overcome). I figure 2 things wrong in a single sentence is a high enough fault density for even you, Pat. -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"In the Air Force world at least, the crisis escalates when scale models of the plane in question (i.e. about to be sacrificed) begin to arrive in key Senators and Congresspersons' offices. Of course it is assumed that coffee mugs and other decorative junk has been tried earlier. Spiros",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"If this man Clark is a NASA administrator then god save NASA. Of course the Shuttles record is unrivaled ! There is only one Shuttle. Furthermore, there is only likely to be one Shuttle now that Hermes and Boron are effectively cancelled. These officials should spend more of their time explaining to their European and Asian partners how we are expected to believe in them when their paymasters change their minds on major international projects everytime a new US administration takes office (considering the major impacts this has on the European and Asian (Japanese) industry). It is also appreciated how this affects American industry. I am of course talking about Space Stattion Freedom.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"A HBP, but it reminds of my favorite (apochryphal ? sp ?) Don Drysdale story. When ordered to intentionally walk a batter who had hot-dogged on him in two previous at-bats, Drysdale reared back with the first pitch and drilled him right in the ribs. His manager came storming out of the dugout and yelled ""What did you do that for ?"" Drysdale growled back, ""What are you complaining for ? I saved you three pitches !"" Incidentally, if this is true, I'd love to know the other people involved. -------------------------------------------------------------------------------- Ted Kury | ""One man stands... and the wall, cracks... and the wall, SUNY at Buffalo | cracks... and the wall, cracks... and the wall comes Dept. of Economics | crumbling down."" - Anthrax",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"A little delayed, but in the interests of fairness (stats from Elias); BA OBP SLG R HR RBI RNI % outs Alomar .310 .405 .427 105 8 76 264 20.5 419 Baerga .312 .354 .455 92 20 105 316 21.2 480 So we see that Baerga has a large advantage in RBI (runs batted in), RNI (runners not driven in) and outs.",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Whatabout, Schools, Universities, Rich Individuals (around 250 people in the UK have more than 10 million dollars each). I reecieved mail from people who claimed they might get a person into space for $500 per pound. Send a skinny person into space and split the rest of the money among the ground crew! Agreed. I volunteer for any UK attempts. But one clause: No launch methods which are clearly dangerous to the environment (ours or someone else's). No usage of materials from areas of planetary importance. Yes: We should *do* this rather than talk about it. Lobby people! The major problem with the space programmes is all talk/paperwork and no action!",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"I am forced to disagree with you. First of all, one may have been born from a non-Turkish, non-Muslim parent outside the Turkish land, yet still can be a Turk, provided this person calls himself or herself a Turk. Because the designation of a Turk is not a genetic feature, not a racial or religious feature. It is a matter of identifying with the Turkish values. Secondly, the following observations by Westerners were written in French by Ahmet Cevat: ""If Turks had behaved like Christians to use force to convert to Islam the nations which they brought under their power, to which no one could have opposed, today there would be no Eastern problem. But Turks did not do so. They obeyed the word of the Koran to permit everybody ""to worship in their own way"" centuries before Frederick the Great pronounced his famous dictum. Thus, in an age when the Christian Europe itself shed Christian blood and when people in Europe enjoyed inflicting inhuman tortures upon those whose beliefs differed from theirs, the Ottoman Empire became the sole country where the inquisition did not exist, where deaths at the stake were unheard of and where accusations of witchcraft were not made. And the barbarian (!) Turkey was the only country where the Jews persecuted and chased away everywhere by the Christians, could find asylum. These facts demonstrate that Muslim countries provided spiritually far better living conditions than Christian countries.""[1] ""The Turks, who are a conquering nation, did not Turkify the nations that came under their rule; instead, they respected their religions and traditions. It was a stroke of luck for Romania to live under Turkish rule instead of Russian or Austrian rule. Because otherwise there would not have been a Romanian nation today"" (Popescu Ciocanel). ""Turks rule over people under their administration only externally, without interfering with their internal structures. On account of this, the autonomy of minorities in Turkey is better and more complete than any in the most advanced European countries.""[2] ""...human beings hate each other on account of religious differences. This flaw is older than Islam and Christianity. But there has never been any examples of this adjuration in Turkey because Turks never oppress anybody on account of his religion. If enmity on the basis of religion had been such a case of simple contempt among us too, or if it did not keep translating itself into action, many nations in our Europe would probably have considered themselves happy!"" (A. de Mortraye).[3] ""Turkey never became a scene for religious terror or for the cruelty of the inquisition. On the contrary, it served as an asylum for the unfortunate victims of Christian fanaticism. If you look into history, you will see that in the fifteenth century thousands of Jews who were expelled from Spain and Portugal found such a good asylum in Turkey that their descendants have been living there very calmly all through these approximately three hundred years, and are only forced to defend themselves in some countries against the cruelty of Christians, especially that of the Orthodoxes. No Jew is able to appear in public during Easter celebrations in Athens, even today. In Turkey, however, if the Israelites are insulted by the Greek and Armenian communities, local courts immediately take them under their protection."" ""In that vast and calm country of the sultan, all religions and nations are living together peacefully. Although the mosque is superior to the church and the synagogue, it does not replace them. Because of this, the Catholic sect is more free in Istanbul and Smyrna compared with Paris and Lyon. In addition to the fact that no law in Turkey prohibits the open-air ceremonies of this sect, neither does any law imprison its cross in the church. While the dead are being taken to the graves, a long line of priests bear processional candles and chant Catholic hymns. When all the priests in all the churches in the Galata and Beyoglu districts go into the streets and form clerical processions during the Eucharist celebrations, chanting hymns and bearing their crosses and religious banners, a detachment of soldiers escorts them which forces even the Turks to stand in respect around the group of priests."" (A. Ubicini).[4] [1] Ah. Djevat, ""Yabancilara Gore Eski Turkler,"" 3rd ed. (Istanbul, 1978), pp. 70-71. [2] Ibid., p.91. [3] Ibid., pp. 214-215. [4] Ibid., pp. 215-216. Serdar Argic",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Habital planets are also dependent on what kind of plant life can be grown.. and such.. Length of growing season (that is if you want something more than VAT food, argh, Id ratehr eat an MRE for along period of time). I know in Fairbanks (Furbanks to some) the winter can get to -60 or so F, but in the summer can get to +90 and such.. I know of worse places.. Incans and Sherpa and other low pressure atmosphere and such are a limit in human adaptability(someone mentioend that Incan woman must come to lower elevations to have babies brought to term? true?) I remember a book by Pourrnelle I think that delt with a planet was lower density air.. I wonder what the limit on the other end of atmospheres? I am limiting to human needs and stresses and not alien possibilties.. Thou aliens might be more adapted to a totally alien to human environment, such as the upper atmosphere of Jupiter or?? Almost makes bio-engineered life easy...",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Al Weiss played second for the White Sox in the early sixties, chiefly as back up to Don Buford. Good glove, no hit, some spunk. (Which reminds me: do they still serve Kosher hot dogs at the new Comiskey?)",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Alberto, you've repeatedly misunderstood my postings. You are now making the exact point that I've made several times but with a different definition of religion. You don't not have to believe in the ""religious"" aspects of Judaism to be a Jew (this would confine Judaism to be just a religion in the sense of a Christianity.). So, by converting out of Judaism, I don't mean just not believing in the god of Judaism. I mean voluntarily removing yourself from the Jewish nation. I am an agnostic but still consider myself Jewish because of my cultural heritage. (I admit that many religious jews would argue that I am not completely jewish because of my lack of faith, but Judaism is a religion of dissent and debate isn't it?). The fact that one can opt to become Jewish simply by converting to Judaism makes the nation of the jewish people the *least* racist and most open nation. We have no quotas! So I will once again make my point. Defining a member of the Jewish nation by religion (not, as you say, religious belief) is NOT racism. You come to your incorrect conclusion because you use a different definition for religion when you define the law of return and when you define judaism.",talk.politics.mideast,4,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
I'm sure the whole newspaper is copyrighted. They could have gotten permission to use the image under their own copyright.,comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"well, i have lots of experience with scanning in images and altering them. as for changing them back into negatives, is that really possible? scanning and altering is no big deal. i don't know what types of features you have in your version of photoshop. but the one i use (which, incidentally is on a quadra) has gallery effects and all types of other neato stuff. i'm just wondering why you would want to put your images back into negatives, because once you print the image out-that's your print. do you know what exactly your aim is in all of this? like, are you doing this just for fun, for a business, to gain more computer knowledge, for a project you're working on.... otherwise, i guess i don't know if i'd be helping or not by posting info on scanning and stuff. ok? cool. seeya",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Things could be worse. A lot worse! In the mid-eighties the teen/adult sci-fi comic 2000AD (Fleetway) produced a short story featuring the award winning character ""Judge Dredd"". The story focussed on an advertising agency of the future who use high powered multi-coloured lasers/search lights pointed at the moon to paint images on the moon. Needless to say, this use hacked off a load of lovers, romantics and werewolfs/crazies. The ad guys got chopped, the service discontinued. A cautionary tale indeed! Marvin Batty.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
The newspaper itself is almost certainly copyrighted in its entirety. Newspapers generally employ legal staffs which make sure they get permission to use a copyrighted image or text. Did you do the same? -- -John,comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
": >the Single Launch Core Station concept. A Shuttle external tank and solid : >rocket boosters would be used to launch the station into orbit. Shuttle : >main engines would be mounted to the tail of the station module for launch : >and jettisoned after ET separation. Karl Dishaw (0004244402@mcimail.com) replied: : Why jettison the SSMEs? Why not hold on to them and have a shuttle : bring them down to use as spares? One performance reason comes to mind: if you jettison the SSME's, you don't have to drag them with you when you perform your circularization burn(s). On-orbit, SSME's are just dead weight, since we don't have an SSME H2/O2 pressurization mechanism which works in zero-G. This means that you can't use them for re-boost or anything else. Dead weight has a couple of advantages, but more disadvantages. Throw-away SSME's might let us use some of the old SSME's which are not- quite-man-ratable. But I doubt we'd do that; the cost of a launch failure is too high. -- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office kjenks@gothamcity.jsc.nasa.gov (713) 483-4368",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Two institutions with absolute power. Cute. Let's talk practicality, shall we? If the Monarch tried to do something, what would happen? But you illustrated the problem very well. I am contending that there is no state in the Union which does not have ample wealth, if they choose to spend it, to run a perfectly acceptable Education system. (I further contend that the amount of money being spent now is more then sufficient, but is being spent badly.) So, tell me Phill. Were the Republicans also responsible for some of the *huge* increases in social programs? Or were they *only* responsible for what you don't like. (I contend it is Congress which is to blame. Democrat and Republican alike.) Most of our worst areas are still better off than most of Europe. In any case, we're talking about *education*. Yes, I live in once such area. You're woefully ignorant of the situation. At the same time some of Tennessee's school districts are closing down, the Governor asked for 7.5 million dollars for bicentenntial celebration license plats. In almost the same breath he wanted to raise unemployment compensation and reduce taxes which paid into it. I don't know about the rest of the country, but *our* education problems stem directly from two problems, neither of which are a lack of money in the state. (BTW, Tennessee is considered a ""tax heaven"" and our economy is one of the strongest in the country. *I* see a correlation.) 1) What money we spend goes primarly to administration. The average administrator makes two and a half times what the average teacher makes, and sucks up an enormous amount of revenue. And 2) the Governor is making a concerted effort to create an ""Education crisis"" in order to push for his pet income tax. Some of the most idiotic programs get funded (like State funds for new art in the county seat) while schools are closing. It's not a lack of funds. It's an unwillingness to spend them on what is more appropriate. Education is *the* parental hot-button. Education is *always* the first to but cut, because it's easier to get people to pay for their children than ugly art. It spoke very eloquently on government being based on the consent of the governed. They did it anyway. The Continental Congress had its own set of bylaws. It wasn't quite a government, but a means of making decisions had to be created. (However low George Washington's opinion of them were.) Allow me again to speak heresy against the Holy Democratic Orders. So what? The government was built with a very non-democratic Presidency with fairly broad powers, including the veto. Yes, and the Senate was intended to act as a balance to this. Too much democracy was intentionally avoided. It was considered a good thing to place non-democratic blocks to impulsive action. So long as Congress has something to sell, people will pay for it. Most congressmen rake in more money than they need. No, if the ""progressives"" don't want the ""reactionaries"" to move backward, they get the same benefit. 41% of the states is a *lot* of people. And historically laws with that sort of minority arent' very effective, especially since it is usually geographically concentrated. When wielding the Federal Big Stick I don't see why they shouldn't have to make a better argument than, ""more people than not,"" agree. I'm not a Republican. I'm a republican. :-) And no, I'm neither a Democrat nor a democrat. Now, I've asked several times, and all you've done is answer ""It isn't democratic,"" which I knew before I said it. Why *should* it be democratic? We don't have a true direct democracy, and few people advocate one. Why, then, is this other modification of democracy to bias it against action so much worse?",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"SeAL Team six should have handled it? Delta Force? The BATF had more than enough equipment and men. They did not have good intel, but they did have poor planning. They fucked up. Even in just the most basic military sense, they fucked up. Excuses do not justify body counts. And your excuses fall upon deaf ears when the same BATF has shown shitty leadership despite more people, better weapons, and exclusive use of armor against their targets. BATF is nothing more than a private army of the government. Do the agents swear an oath, as I did, to uphold the Constitution? You know, that document that stipulates the highest law of the land? If they do, they should be up for charges in a court of law. Remember, the law? That's the whole reason for any of this. Yeah, I've been related to many of them. This is flame-bait, right? I'm not paying your price. Mind if I sight in my guns on your body? Think of it as the price you have to pay that we may all live without fear of my making a stray shot. It's fine and dandy to revel in the other guy being the target and your supposed safety. In the military, we called this ""chicken shit."" Leadership from the rear. The War on Drugs, despite being a catchy term for nothing more than a continuation of policy since before this century, seems to have gotten you convinced that my rights aren't worth your good vibes. Mind if I cut your net access, as well as access to any and all forms of expression? See, you make me nervous, what with you being able to influence so many. I'm sure you can see how this is the price we have to pay for freedom and liberty in this country, as well as a fair and unbiased judiciary. Mind if we include you in the body count? I'm sure we could all file it under ""civic improvement"" and your life wouldn't have been sacrificed in vain. If you like, you can will your estate to defecit reduction, too. Now, when you learn how the law protects, or doesn't protect, everybody equally and how our collective boot may one day be on your collective throat, perhaps at that time you will mature enough to realize just what you're talking about and how serious this is. Next time, include a smiley. While I hesitate to think that you could have meant this seriously, it deserved a small flame anyway.",talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Gosh, I have to associate with heterosexuals against my will every day! That means you've imposed your moral codes on me, now doesn't it? Fortunately, I have taken the time to get to know some members of the het community and discovered that, hey! They really AREN'T all evil elitists with no concept of reality! I've got a few clues for you. (a) I'm not working to pass any laws. (b) Our morals are YOUR morals: I imagine you value freedom. So do we. If you value your own freedom, you must necessarily accept that these laws are important to protect it. After all, discriminate in one area and you're open to discriminate in the rest. (c) I suggest learning a bit more about gays, lesbians, and bis before you post the kind of drivel you have been. It's obvious that you haven't a clue who you're talking about. But not between members of the same sex, right? How can you live with such hypocrisy? Drewcifer",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"At first this kind of ranting annoyed me, but now it's rather entertaining. These kinds of posts don't require ANY facts, logic, or even sense. It's kind of like what 10-year old kids do on the playground. So go on and play. Not everyone on the net is as simple minded as you guys seem to be. ------------------------------------------------------------------------------ ""Nothing is as inevitable as a mistake whose time has Garrett Johnson come."" --Tussman Garrett@Ingres.com ""The probability of someone watching you is proportional to the stupidity of your action."" - Unknown",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
You are talking about the man who as a federal attorney did so much to frustrate the proper investigation of the JFK assassination by the House sub-committee on assassinations. Fox and hen house???,talk.politics.guns,3,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"No, the sky does not, at this time, belong to anyone. Ownership is necessary to the definition because someone has to have the authority to decide if the action was good or bad. If neither you or I own a brick wall, then I can't unilaterally declare that spraypainting my name on it is right, and you don't have the authority to declare that it is wrong. The owner may find it artistic or she may be call the police. (this applies to the argument on bright satellites more than street lights) It's vandalism because many people -- power companies -- do maliciously waste light. ""maliciously"" implies evil intent. The lighting companies aren't going out of their way to spoil the sky. They just don't care. It is the responsibility of the customer to choose the most efficient hardware. If that's what your city will buy, that's what the lighting company will sell. Write a letter to city hall. Please note that I'm not defending light pollution. The orignial focus of this thread was space based light sources.",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hmmmm.... The prefix ""peri-"" is Greek, not Latin, so it's usually used with the Greek form of the name of the body being orbited. (That's why it's ""perihelion"" rather than ""perisol"", ""perigee"" rather than ""periterr"", and ""pericynthion"" rather than ""perilune"".) So for Jupiter I'd expect it to be something like ""perizeon"".) :^)",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"As one of the ""Clintonites"" cited above, I'll try to clarify since this is not a case of Clinton's ""dishonesty."" (I won't necessarily defend him on other issues.) There were NEVER any specific projects included in the Community Development Block Grant portion of the President's proposal. Congressional Republicans, in an effort to discredit the stimulus package, selected what they felt were silly sounding projects from a wish-list of POTENTIAL projects prepared by the US Mayors' Conference before the stimulus package was ever proposed. (The document in question was designed to pressure the White House to increase the size of the block grant proposal submitted to Congress. It didn't work.) The $2.56(?) billion proposed in the stimulus package came nowhere close to covering the total estimated cost of the original wish-list. If it were passed, communities would have to select which projects to fund and at what level. In the case of Spokane, Wa., Tom Foley's home district, no one ever expected to be able to refurbish a local swimming pool (one of the Republicans' examples) FROM THE FUNDS AVAILABLE IN THE STIMULUS PACKAGE since the estimated cost of doing so exceeded the total amount of block grant funds the city would receive from the stimulus package for ALL projects. The plan, instead, was to use the money on public housing construction and remodeling to cope with a severe housing shortage. (Yup, there are places where that is true.) The swimming pool improvements were near the bottom of a long list of priorities prepared by the city. The $3 million or so to be received would cover only a few of the most pressing priorities. If the block grants are cut from the stimulus package, it is these projects that will be affected by the lack of funds. And that is why the Clinton administration has been publicizing the issue. A final point. One may or may not like community block grants. It is worth noting, however, that Congressional Republicans' opposition to them is new. Since the Nixon administration, Republicans have generally supported such grants as an alternative to targeted federal spending, arguing that local governments are far better able to determine spending priorities than ""Washington bureaucrats."" Is it clear now? Or is this all too complicated to understand? jsh",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Doesn't seem like those responsible for the assault were very concerned about the welfare of the children inside. Seems like they were more interested in flexing their muscle before the media. My reasoning? Just ask yourself this one question: Suppose the scenario was slightly different and we had Chelsea Clinton being kidnapped by terrorists, holed up in a compound for 51 days. Do you think Clinton, Reno, the FBI, and the ATF would be so eager to use a show of force? Nuff said. -- Richard Mulac ck347@cleveland.freenet.edu",talk.politics.misc,5,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Er..yes. If Manny Lee was on your team last year, your team would have been the Toronto Blue Jays. Again. If Manny Lee was on your team last year your team would not have been the Albuquerque Leftturns. It would have been the Toronto Blue Jays. That's the whole point isn't it? Clemens didn't get a ring but Morris did. Exactly. And Morris was part of the team. Would the Jays have won with Clemens? We will never know. But we do know that the Jays won with Morris. So how could you possibly say that Clemens had a better year? No pitcher in baseball could have had a better year than Morris had last year. --",rec.sport.baseball,1,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Hi there, is there anybody who know a polygon_reduction algorithm for marching cube surfaces. e.g. the algirithm of Schroeder, Siggraph'92. For any hints, hugs and kisses. - Erwin",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Nope, I haven't seen the film, but Taylor's biography (""The Curve of Binding Energy"") contains a short section on Orion and this test flight. Apparently it was quite impressi, and got von Braun very excited. In Real Life:Mike Williams | Perpetual Grad Student e-mail :mrw9e@virginia.edu| - It's not just a job, it's an indenture",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"=== I aint talking the large or even the ""mining companies"" I am talking the small miners, the people who have themselves and a few employees (if at all).The people who go out every year and set up thier sluice box, and such and do mining the semi-old fashion way.. (okay they use modern methods toa point). I am talking the guy who coem to Nome evry year, sets up his tent on the beach (the beach was washed away last year) and sets up his/her sluice box and goes at it ""mining"". I know the large corps, such as Alaska Gold Company, might complain to.. My opinions are what I learn at the local BS table.. My original thing/idea was that the way to get space mining was to allow the eco-freaks thier way.. As they have done with other mineral development. You can't in many places can't go to the bathroom in the woods without some form of regulation covering it..",sci.space,2,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
"Yes, I have both Arts & Letters and CorelDraw. I personally like Arts & Letters better but there are things I like about Arts & Letters that CorelDraw doesn't do an vice-versa. I haven't found the perfect graphics program that does everything yet. My favorite feature from CorelDraw is that it imports alot of different formats. Arts & Letters does not. I like the thousands of clipart available with Arts & Letters. However, I do find looking them up in a book and referencing them by number to be annoying. One of my major problems is that there isn't any programs available on the market for the artistically deprived :-).",comp.graphics,0,20 Newsgroups,https://scikit-learn.org/stable/datasets/real_world.html#newsgroups-dataset
